name	kind	query	description	comment	url	source
Z1139321447	SMILES	CC=1C=NN(CC2CCCN2C(=O)C3CCCO3)C1	""	"ENAMINE library"	""	ENAMINE
Z1269212770	SMILES	OC=1C=CC=C(F)C1I	""	"ENAMINE library"	""	ENAMINE
Z854216260	SMILES	CC(O)CCN1CCCC1=O	""	"ENAMINE library"	""	ENAMINE
Z1008237958	SMILES	CC(N)CC=1C(C)=NN(C)C1C	""	"ENAMINE library"	""	ENAMINE
Z838950706	SMILES	CC(C)(C)C(O)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z852744572	SMILES	CC1=CC=C(O1)C(=O)C(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z406338806	SMILES	CC(CN)CN1CCN(C)CC1	""	"ENAMINE library"	""	ENAMINE
Z119989396	SMILES	OCC1CC(F)(F)C1(F)F	""	"ENAMINE library"	""	ENAMINE
Z1259397605	SMILES	CC1CNC(CO1)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z979717344	SMILES	FC=1C=C(F)C=2CCNCC2C1	""	"ENAMINE library"	""	ENAMINE
Z1218937242	SMILES	C1CCC2SCCNC2C1	""	"ENAMINE library"	""	ENAMINE
Z852743034	SMILES	O=C(C1=CC=CO1)C2=CC=CO2	""	"ENAMINE library"	""	ENAMINE
Z1020847572	SMILES	NCC1(CC1)C=2C=CC=CC2Br	""	"ENAMINE library"	""	ENAMINE
Z446022634	SMILES	CNCC1=CN(C)N=C1C(C)C	""	"ENAMINE library"	""	ENAMINE
Z1162907902	SMILES	NCC1(CC1)SC=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z1255495971	SMILES	C1CSC=2C=CC=CC2CN1	""	"ENAMINE library"	""	ENAMINE
Z1255444891	SMILES	COC(=O)C1SCCCS1	""	"ENAMINE library"	""	ENAMINE
Z1234019170	SMILES	CC(C)C1=CN=C(CN2CCS(=O)C(C)C2C)O1	""	"ENAMINE library"	""	ENAMINE
Z1203821172	SMILES	Cl.Cl.CN1N=NC=2CNCCC21	""	"ENAMINE library"	""	ENAMINE
Z1167042736	SMILES	OC(=O)CCC1CCCCO1	""	"ENAMINE library"	""	ENAMINE
Z1013748008	SMILES	Cl.CC(C)COC1CNC1	""	"ENAMINE library"	""	ENAMINE
Z1198274908	SMILES	Cl.Cl.NCC1CNC1	""	"ENAMINE library"	""	ENAMINE
Z281773874	SMILES	Cl.COCC1CCCN1	""	"ENAMINE library"	""	ENAMINE
Z55258068	SMILES	CCCCS(=O)(=O)NC	""	"ENAMINE library"	""	ENAMINE
Z1259302499	SMILES	CN1C(=NC=2C=NC=CC12)C3CC3	""	"ENAMINE library"	""	ENAMINE
Z32772647	SMILES	CC1=CC(=NO1)C(=O)N2CCC3CCCCC3C2	""	"ENAMINE library"	""	ENAMINE
Z1139336709	SMILES	CC=1C=NN(CC(=O)N2CCCC(C2)N3C=CN=C3C)C1	""	"ENAMINE library"	""	ENAMINE
Z1172208563	SMILES	CC1CN(CC(C)O1)C=2C=NC=C(Br)C2	""	"ENAMINE library"	""	ENAMINE
Z165265152	SMILES	CC1=NC(CSC2=NCCS2)=NO1	""	"ENAMINE library"	""	ENAMINE
Z57042004	SMILES	C1CC(=CCN1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z909988874	SMILES	CN(CC1=CSC=N1)S(=O)(=O)C=2C=CC(C)=CC2C	""	"ENAMINE library"	""	ENAMINE
Z415251070	SMILES	CC(C(=O)NC=1C=NC=2C=CC=CC2C1)N3C=CN=C3	""	"ENAMINE library"	""	ENAMINE
Z82298737	SMILES	CCC1CCCCN1C(=O)C2CCOCC2	""	"ENAMINE library"	""	ENAMINE
Z406451896	SMILES	CNC(=O)C=1C=CC(OC(C)C)=NC1	""	"ENAMINE library"	""	ENAMINE
Z271743752	SMILES	OC(=O)C1=CC=C(S1)C(=O)N2CCC=3SC=CC3C2	""	"ENAMINE library"	""	ENAMINE
Z608406754	SMILES	Cl.Cl.C1CNCCN(C1)C2=NC=3C=CC=CC3N2	""	"ENAMINE library"	""	ENAMINE
Z991711072	SMILES	COC=1C=CC=NC1NC(=O)C2CCCC=3C=CC=CC23	""	"ENAMINE library"	""	ENAMINE
Z920909842	SMILES	CC(C)(C)N1CCCN(CC1)C(=O)C=2C=C(NN2)C3CC3	""	"ENAMINE library"	""	ENAMINE
Z1097117501	SMILES	CC1=NOC(C)=C1CN2CCC(CC2)C=3C=CN(C)N3	""	"ENAMINE library"	""	ENAMINE
Z1082803314	SMILES	ClC=1C=CC(CN2CCS(=O)(=O)CC2)=C(Cl)C1	""	"ENAMINE library"	""	ENAMINE
Z436981154	SMILES	O=C(CN1N=NC=2C=CC=CC12)N3CCCSCC3	""	"ENAMINE library"	""	ENAMINE
Z70789738	SMILES	CN(CC=1SC=CC1C)C(=O)C(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z1082401006	SMILES	CC=1C=CC(NC(=O)C2=COCCC2)=C(F)C1	""	"ENAMINE library"	""	ENAMINE
Z45509703	SMILES	FC=1C=CC(=CC1F)S(=O)(=O)NCC2CCCO2	""	"ENAMINE library"	""	ENAMINE
Z119906256	SMILES	CNC=1SN=C(C)C1C(=O)N2CCCCC2	""	"ENAMINE library"	""	ENAMINE
Z819102812	SMILES	CN1CCC(C1)N2C=CC=C2C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z511577578	SMILES	CC1=CC(=NO1)C(=O)N2CCOC3CCCCC32	""	"ENAMINE library"	""	ENAMINE
Z770841088	SMILES	CC=1C=C(NN1)C(=O)N2CCOC3CCCCC32	""	"ENAMINE library"	""	ENAMINE
Z48991806	SMILES	COC=1C=CC=2C(=O)NC3(CCCCC3)OC2C1	""	"ENAMINE library"	""	ENAMINE
Z1023971846	SMILES	O=C(C1CC2CCC1C2)N3CCCC(C3)N4C=CC=N4	""	"ENAMINE library"	""	ENAMINE
Z646393492	SMILES	C1CC(CCO1)NC2=NC=3C=CC=CC3O2	""	"ENAMINE library"	""	ENAMINE
Z82375856	SMILES	CN(C)C(=O)C=1C=CC=2NC(=O)COC2C1	""	"ENAMINE library"	""	ENAMINE
Z31198084	SMILES	C1CCC(CC1)NC=2N=CC=CN2	""	"ENAMINE library"	""	ENAMINE
Z116362800	SMILES	O=C(CN1CCSC1=O)N2CCOCC2	""	"ENAMINE library"	""	ENAMINE
Z369932874	SMILES	CN(CC=1C(C)=NOC1C)C(=O)NC2CC2	""	"ENAMINE library"	""	ENAMINE
Z183343436	SMILES	CC(C)NC(=O)N1CCN(CC2=CC=CS2)CC1	""	"ENAMINE library"	""	ENAMINE
Z382843530	SMILES	FC(F)(F)SCC(=O)N1CCCCC1	""	"ENAMINE library"	""	ENAMINE
Z666473502	SMILES	CCCN1C(=NC=2C=CC=CC12)C=3C=CC(=O)NC3	""	"ENAMINE library"	""	ENAMINE
Z276113176	SMILES	I.C(NC1=NCCN1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z1020927804	SMILES	CC(C)N(C(=O)C1=CC=CO1)C=2C=NN(C)C2	""	"ENAMINE library"	""	ENAMINE
Z855420350	SMILES	CN1CCC(CC1)NC(=O)C(F)(F)C=2C=CC(F)=CC2	""	"ENAMINE library"	""	ENAMINE
Z942754626	SMILES	CC(C(=O)N1CCC(CC1)N2C=CC=C2)S(=O)(=O)C	""	"ENAMINE library"	""	ENAMINE
Z1126763239	SMILES	CS(=O)C1=NN=CN1CC=2C=CC=C(F)C2	""	"ENAMINE library"	""	ENAMINE
Z1002477810	SMILES	CC(=C)CN1CCCC(C1)NS(=O)(=O)C	""	"ENAMINE library"	""	ENAMINE
Z1126976917	SMILES	CCSC=1C=C(C=CN1)C(=O)N2CCS(=O)CC2	""	"ENAMINE library"	""	ENAMINE
Z118500278	SMILES	CSC1=NN=NN1C(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z219654032	SMILES	COC1CCN(CC1)C(=O)NC(C)C	""	"ENAMINE library"	""	ENAMINE
Z31433170	SMILES	CN1CCN(CC1)C(=O)CN2C=CC(=N2)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z446011708	SMILES	Cl.CNC(C(=O)O)C=1C=CC=CC1Cl	""	"ENAMINE library"	""	ENAMINE
Z1065630704	SMILES	CC1CC(C2=C(N1)N(C)NC2=O)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z1041148074	SMILES	CC1CC(C)N2NC(=O)C=C2N1	""	"ENAMINE library"	""	ENAMINE
Z440605398	SMILES	OC(=O)C1=CC=2COCCC2S1	""	"ENAMINE library"	""	ENAMINE
Z425813460	SMILES	OC(=O)CNC1CC=2C=CC=CC2C1	""	"ENAMINE library"	""	ENAMINE
Z730504426	SMILES	CC1N(CCN2C=CC=C12)C(=O)C3=CC(C)=NN3	""	"ENAMINE library"	""	ENAMINE
Z235460220	SMILES	CC1=CN2N=C(SC2=N1)N3CCCC3	""	"ENAMINE library"	""	ENAMINE
Z255149974	SMILES	OC(=O)C1OCCC=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z241742790	SMILES	CS(=O)(=O)NC1CCCC(C1)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z52045317	SMILES	O=C(CCC1=CC=CS1)N2CCNC(=O)C2	""	"ENAMINE library"	""	ENAMINE
Z1166789111	SMILES	OCC1=NOC=2CCCCC12	""	"ENAMINE library"	""	ENAMINE
Z666621242	SMILES	CC1=NC(CC2=NC=3C=CSC3C(=O)N2)=CS1	""	"ENAMINE library"	""	ENAMINE
Z899384840	SMILES	O=C(N1CCCSCC1)C=2C=CC=C3OCCOC23	""	"ENAMINE library"	""	ENAMINE
Z966295592	SMILES	COC=1C=CN=CC1NC(=O)C(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z749774748	SMILES	CSC(C)C(=O)N1CCC(CC1)C2=NN=C3CCCN23	""	"ENAMINE library"	""	ENAMINE
Z57047000	SMILES	Cl.N=C1C=CC=CN1CC=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z856476650	SMILES	CC1CN(CC(C)(C)O1)C(=O)C2=CN=C(S2)C(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z31454626	SMILES	CC1CN(CC(C)O1)C(=O)C=2C=CC(=O)NC2	""	"ENAMINE library"	""	ENAMINE
Z95869576	SMILES	CC(=O)N1CCC(CC1)C2=NN=C3C=CC=CN23	""	"ENAMINE library"	""	ENAMINE
Z758205038	SMILES	CC1=CC=C(C(=O)N2CCOC=3C=CC=CC3C2)C(=O)N1	""	"ENAMINE library"	""	ENAMINE
Z1171221095	SMILES	ClC=1C=CC(Cl)=C(C1)S(=O)(=O)N2C=CN=C2	""	"ENAMINE library"	""	ENAMINE
Z1021078214	SMILES	NC(=O)C1CCCN(C1)C=2SN=C3C=CC=CC23	""	"ENAMINE library"	""	ENAMINE
Z1023980814	SMILES	CN1N=CC(C(=O)N2CCCC(C2)N3C=CC=N3)=C1C4CC4	""	"ENAMINE library"	""	ENAMINE
Z1023979066	SMILES	CC1=NC=C(S1)C(=O)N2CCCC(C2)N3C=CC=N3	""	"ENAMINE library"	""	ENAMINE
Z1130272715	SMILES	CN(CC1=NC=CN1C)S(=O)(=O)C=2C=CC(C)=CC2F	""	"ENAMINE library"	""	ENAMINE
Z808647408	SMILES	O=C(NCC=1C=CC=CN1)N2CCCC2C=3C=CC=CN3	""	"ENAMINE library"	""	ENAMINE
Z385459994	SMILES	OC(=O)CN1C(=O)CCCC=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z1143452918	SMILES	OC(=O)C=1C=NN2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z1142701510	SMILES	CSC=1C=CSC1C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z285571582	SMILES	OC(=O)C(C=1C=CC=CC1)N2C=CC=N2	""	"ENAMINE library"	""	ENAMINE
Z565905068	SMILES	OC(=O)C1CCC(CC1)N2C=CC=C2	""	"ENAMINE library"	""	ENAMINE
Z381402826	SMILES	CC(C)C1=NC(=CS1)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z421787104	SMILES	CC(CN1C=CC=N1)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z825455558	SMILES	OC(=O)C=1C=CC2=NC=CN2C1	""	"ENAMINE library"	""	ENAMINE
Z995001766	SMILES	CC=1N=C(C=CC1C(=O)O)C=2C=CSC2	""	"ENAMINE library"	""	ENAMINE
Z732206884	SMILES	CSC=1C=CC(=CN1)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z56754360	SMILES	CCN1C(C)=NC=2C=C(C=CC12)S(=O)(=O)C(F)F	""	"ENAMINE library"	""	ENAMINE
Z354574998	SMILES	CCC1CN(CC(=O)N)CCO1	""	"ENAMINE library"	""	ENAMINE
Z355467908	SMILES	CC=1C=CC=C2C(=O)NC3(CCCC3)NC12	""	"ENAMINE library"	""	ENAMINE
Z30965201	SMILES	FC=1C=CC=C(NCC(=O)N2CCOCC2)C1	""	"ENAMINE library"	""	ENAMINE
Z1015232608	SMILES	CCS(=O)(=O)N1CCC(CC1)N2C=CN=C2	""	"ENAMINE library"	""	ENAMINE
Z458893400	SMILES	NC(=O)CCC1=CC=C(Cl)S1	""	"ENAMINE library"	""	ENAMINE
Z56851261	SMILES	ClC=1C=NNC(=O)C1Cl	""	"ENAMINE library"	""	ENAMINE
Z56855630	SMILES	O=C1CC=2C=CC=CC2C(=O)N1CC=3C=CC=CN3	""	"ENAMINE library"	""	ENAMINE
Z56865230	SMILES	CN1C=CC=C1CC(=O)N2N=CCC2(O)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z48963284	SMILES	C(CC=1C=CC=CC1)NC2=NCCCS2	""	"ENAMINE library"	""	ENAMINE
Z56867181	SMILES	CSCCC1NC(=O)NC1=O	""	"ENAMINE library"	""	ENAMINE
Z19813905	SMILES	Cl.CN1C=NN=C1SCC(=O)N2CCCCCC2	""	"ENAMINE library"	""	ENAMINE
Z56875641	SMILES	FC(F)(F)C1(NC(=O)N2CCN=C2O1)C=3C=CC=CC3	""	"ENAMINE library"	""	ENAMINE
Z56886443	SMILES	CC(C)(C)NC(=O)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z46163810	SMILES	CC1CN(CC(=O)NC2CCCCC2)CC(C)O1	""	"ENAMINE library"	""	ENAMINE
Z56888691	SMILES	CC1=NC(CC(=O)O)=C(S1)C=2C=CC(C)=CC2	""	"ENAMINE library"	""	ENAMINE
Z48963530	SMILES	C(CC=1C=CC=CC1)NC2=NCCS2	""	"ENAMINE library"	""	ENAMINE
Z33546921	SMILES	NC(=O)C=1C=CC=C2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z56899083	SMILES	CC(=O)C=1C=CC(=CC1)N2CCOCC2	""	"ENAMINE library"	""	ENAMINE
Z56899095	SMILES	CC1(NC(=O)NC1=O)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z56899108	SMILES	OC(=O)C=1C=CC=C(Cl)C1Cl	""	"ENAMINE library"	""	ENAMINE
Z56899148	SMILES	OC=1C=CC(=CC1)N2CCNCC2	""	"ENAMINE library"	""	ENAMINE
Z56968877	SMILES	O=C1CSC(=N1)N2CCCCC2	""	"ENAMINE library"	""	ENAMINE
Z56969320	SMILES	OC=1C=CC(=CC1)N2C=CN=C2	""	"ENAMINE library"	""	ENAMINE
Z55992891	SMILES	CC1=NC=2C=CC=CC2C(=O)N1C=3C=CC(F)=CC3	""	"ENAMINE library"	""	ENAMINE
Z56969325	SMILES	BrC=1C=CC=CC1C2=NN=NN2	""	"ENAMINE library"	""	ENAMINE
Z55993115	SMILES	Cl.NC=1C=C2OCCOC2=CC1Br	""	"ENAMINE library"	""	ENAMINE
Z56977322	SMILES	CC(=O)N1CCN(CC1)C(=O)C=2C=C(C)OC2C	""	"ENAMINE library"	""	ENAMINE
Z56977386	SMILES	OC(=O)C1=CC=2C=CC=CC2C(=O)S1	""	"ENAMINE library"	""	ENAMINE
Z31454139	SMILES	CC1CN(CC(C)O1)C(=O)C=2SC=CC2C	""	"ENAMINE library"	""	ENAMINE
Z56983154	SMILES	O=C1NSC=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z55928836	SMILES	C1CC(CCN1)C2=NC=3C=CC=CC3O2	""	"ENAMINE library"	""	ENAMINE
Z56990718	SMILES	C1CNCC(C1)C2=NC=3C=CC=CC3S2	""	"ENAMINE library"	""	ENAMINE
Z55993050	SMILES	COC=1C=C2CCNC(C=3C=CC=CC3)C2=CC1OC	""	"ENAMINE library"	""	ENAMINE
Z55729737	SMILES	CC=1C=CC=C(OCC2=NN=C3CCCCCN23)C1	""	"ENAMINE library"	""	ENAMINE
Z45475224	SMILES	FC(F)(F)C1CCCN(C1)S(=O)(=O)C2=CC=CS2	""	"ENAMINE library"	""	ENAMINE
Z45547570	SMILES	CN1CCCN(CC1)S(=O)(=O)C=2C=C(C)C=CC2C	""	"ENAMINE library"	""	ENAMINE
Z56968544	SMILES	C1CNC(C1)C2=NC=3C=CC=CC3S2	""	"ENAMINE library"	""	ENAMINE
Z57012195	SMILES	CC(C)C=1C=CC(=CC1)C2=NN=NN2	""	"ENAMINE library"	""	ENAMINE
Z56347218	SMILES	COC=1C=C(O)C=C(OC)C1	""	"ENAMINE library"	""	ENAMINE
Z56347187	SMILES	N(C1=NN=CS1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z57033918	SMILES	OC(=O)C=1SC=CC1C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z57040509	SMILES	C1CN=C(C1)C2=CC=CS2	""	"ENAMINE library"	""	ENAMINE
Z19315098	SMILES	CN(C)C(=O)CSC=1N=CN=C2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z57044230	SMILES	OC(=O)C1CN(C(=O)C1)C=2C=CC=C3C=CC=CC23	""	"ENAMINE library"	""	ENAMINE
Z57046968	SMILES	C1=CSC(=C1)C2=NN=NN2	""	"ENAMINE library"	""	ENAMINE
Z56754525	SMILES	ClC1=CCS(=O)(=O)C1	""	"ENAMINE library"	""	ENAMINE
Z56755749	SMILES	C1CN2C=C(N=C2S1)C=3C=CC=CC3	""	"ENAMINE library"	""	ENAMINE
Z57097461	SMILES	O=C1NC2(CCCCC2)NC3=C1CCCC3	""	"ENAMINE library"	""	ENAMINE
Z48958307	SMILES	FC=1C=CC=CC1C2=NN=C(NC3CC3)SC2	""	"ENAMINE library"	""	ENAMINE
Z85921035	SMILES	CC=1N=C2C=C(C)C=CN2C1CN3CCNCC3	""	"ENAMINE library"	""	ENAMINE
Z56869452	SMILES	NC1=NN=C(CC=2C=CC=CC2)S1	""	"ENAMINE library"	""	ENAMINE
Z85936146	SMILES	FC(F)(F)C1=NC=2C=CC=CC2NC(=O)C1	""	"ENAMINE library"	""	ENAMINE
Z85922871	SMILES	[K+].O=C1[N-]C(=O)C(CC=2C=CC=CC2)S1	""	"ENAMINE library"	""	ENAMINE
Z85935744	SMILES	CC1=CSC(=O)N1CCC(=O)O	""	"ENAMINE library"	""	ENAMINE
Z89270842	SMILES	OC(=O)C=1C=CC(=CC1)C2SCCCS2	""	"ENAMINE library"	""	ENAMINE
Z89265796	SMILES	OC(=O)C1CN(CCS1)C(=O)C=2C=CC(F)=CC2	""	"ENAMINE library"	""	ENAMINE
Z89265801	SMILES	CC(=O)C=1C=C(Cl)SC1Cl	""	"ENAMINE library"	""	ENAMINE
Z55903769	SMILES	CC=1C=CC(SCC(=O)O)=C(C)C1	""	"ENAMINE library"	""	ENAMINE
Z90123570	SMILES	FC=1C=CC2=C(C1)C(=O)CCS2(=O)=O	""	"ENAMINE library"	""	ENAMINE
Z90124404	SMILES	CC1=CC(=C(C)S1)C2=CSC(N)=N2	""	"ENAMINE library"	""	ENAMINE
Z90123296	SMILES	NC(=O)NCCC1=CC=CS1	""	"ENAMINE library"	""	ENAMINE
Z90122372	SMILES	CSCC=1C=CC=C(C1)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z90123306	SMILES	CN1N=C(C=C1N)C(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z56347385	SMILES	CC(OC=1C=CC(Br)=CC1)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z56347389	SMILES	Cl.NC(=O)C1CCCCN1	""	"ENAMINE library"	""	ENAMINE
Z90122134	SMILES	OC(=O)C1CSC2N1C(=O)C=3C=CC=CC23	""	"ENAMINE library"	""	ENAMINE
Z50147653	SMILES	CC(C)CN1N=C(C)CC1=O	""	"ENAMINE library"	""	ENAMINE
Z90122135	SMILES	OC(=O)C=1SC=2SC=CC2C1Cl	""	"ENAMINE library"	""	ENAMINE
Z56347514	SMILES	OC(=O)C1=CC2=C(N=C3C=CC=CN23)S1	""	"ENAMINE library"	""	ENAMINE
Z90660993	SMILES	O=C(CC1=NCCNC1=O)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z56347587	SMILES	CC1CCNC=2C=CC=CC2S1	""	"ENAMINE library"	""	ENAMINE
Z57044255	SMILES	C1CNC=2C=CC=CC2SC1	""	"ENAMINE library"	""	ENAMINE
Z57046971	SMILES	FC=1C=CC=C(C1)C=2N=NNN2	""	"ENAMINE library"	""	ENAMINE
Z85936364	SMILES	OC(=O)C=1C=CC=2CCCC2C1	""	"ENAMINE library"	""	ENAMINE
Z90663565	SMILES	CC1=CC=C(C)N1CC(=O)N	""	"ENAMINE library"	""	ENAMINE
Z56615769	SMILES	CCN1CCN(CC1)C2=NC=3C=CC=CC3O2	""	"ENAMINE library"	""	ENAMINE
Z96093367	SMILES	Cl.NCC1COC=2C=CC=CC2C1	""	"ENAMINE library"	""	ENAMINE
Z99598958	SMILES	O=C1CCSC=2C=CC=CC2N1	""	"ENAMINE library"	""	ENAMINE
Z99599360	SMILES	COC(=O)C1CSCN1C(=O)NC=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z99598986	SMILES	CC1=CSC(CC2=NC=3C=CC=CC3N2C)=N1	""	"ENAMINE library"	""	ENAMINE
Z99601206	SMILES	OC(=O)C1CC=2C=C(Cl)C=CC2O1	""	"ENAMINE library"	""	ENAMINE
Z99599014	SMILES	NC1=CC(=NN1C=2C=CC=CC2)C3CC3	""	"ENAMINE library"	""	ENAMINE
Z104343000	SMILES	FC=1C=CC=CC1C2SCC(=O)N2C3CC3	""	"ENAMINE library"	""	ENAMINE
Z57098287	SMILES	FC(F)SC=1C=CC(=CC1)N2C(=O)C=CC2=O	""	"ENAMINE library"	""	ENAMINE
Z99599876	SMILES	O=C1CSC(N1C2CC2)C=3C=CC=CC3	""	"ENAMINE library"	""	ENAMINE
Z104341206	SMILES	OC(=O)C=1C=CC=CC1CC2=NC=3C=CC=CC3S2	""	"ENAMINE library"	""	ENAMINE
Z104377952	SMILES	OC(=O)C1CC=2C=CC=CC2O1	""	"ENAMINE library"	""	ENAMINE
Z104378008	SMILES	O=C1NN=NN1C2=CC=CS2	""	"ENAMINE library"	""	ENAMINE
Z104510440	SMILES	Cl.CNCC=1C=CC=CC1N2CCOCC2	""	"ENAMINE library"	""	ENAMINE
Z111542066	SMILES	CC1=CC(=NS(=O)(=O)N1)C	""	"ENAMINE library"	""	ENAMINE
Z30172961	SMILES	O=C(NCC=1C=CC=NC1)C2(CC3CC4CC(C3)C2)C4	""	"ENAMINE library"	""	ENAMINE
Z57728841	SMILES	COC(=O)CN1C(=O)SC=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z234897359	SMILES	C(NC=1C=CC=CC1)C2CCOC2	""	"ENAMINE library"	""	ENAMINE
Z119993190	SMILES	CC=1OC(C)=C(C(=O)O)C1C	""	"ENAMINE library"	""	ENAMINE
Z139720798	SMILES	O=C(C1CCNCC1)N2CCCCC2	""	"ENAMINE library"	""	ENAMINE
Z26435142	SMILES	CSC=1C=CC=CC1NC(=O)C2CC2C	""	"ENAMINE library"	""	ENAMINE
Z161286934	SMILES	CC1CCCN(C1)C(=N)N.OS(=O)(=O)O	""	"ENAMINE library"	""	ENAMINE
Z147642734	SMILES	Cl.O=C(C1CCNCC1)N2CCOCC2	""	"ENAMINE library"	""	ENAMINE
Z228587500	SMILES	Cl.CS(=O)(=O)N1CCCNCC1	""	"ENAMINE library"	""	ENAMINE
Z166623052	SMILES	Cl.CCOC=1C=C2CC(C)OC2=CC1N	""	"ENAMINE library"	""	ENAMINE
Z168812566	SMILES	CC1=CN2C(CC(=O)O)=CSC2=N1	""	"ENAMINE library"	""	ENAMINE
Z56862798	SMILES	O=C1NC(=O)C2(CCC=3C=CC=CC32)N1	""	"ENAMINE library"	""	ENAMINE
Z44583437	SMILES	CC(C)N1N=CC=C1NC(=O)NC=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z48959842	SMILES	Cl.C=CCNC1=NN=C(CS1)C2=CC=CS2	""	"ENAMINE library"	""	ENAMINE
Z169914030	SMILES	OC(=O)C=1C=CC(=O)N(CC=2C=CC=CC2Cl)C1	""	"ENAMINE library"	""	ENAMINE
Z178961126	SMILES	CSC1=NC(C)=C(CC(=O)O)S1	""	"ENAMINE library"	""	ENAMINE
Z87553598	SMILES	CC1CCCC(C)N1C(=O)CN2C=NC=3C=CC=CC3C2=O	""	"ENAMINE library"	""	ENAMINE
Z238919616	SMILES	CC=1C=C(C)C2=C(N1)SC3=C2NC(=O)C=4C=COC43	""	"ENAMINE library"	""	ENAMINE
Z275030424	SMILES	COC(=O)C1CSCCN1	""	"ENAMINE library"	""	ENAMINE
Z295447466	SMILES	CC1(NN=C(N)S1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z199468094	SMILES	OC(C1=NC=2C=CC=CC2O1)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z197509452	SMILES	OC(=O)C1CSC(N1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z199469200	SMILES	OC(C1CCN2C=CC=C2C1=O)C=3C=CN=CC3	""	"ENAMINE library"	""	ENAMINE
Z57704783	SMILES	COC=1C=CC(F)=CC1S(=O)(=O)N2CCCCC2	""	"ENAMINE library"	""	ENAMINE
Z178961178	SMILES	Cl.Cl.FC(F)(F)CN1CCNCC1	""	"ENAMINE library"	""	ENAMINE
Z56862732	SMILES	CC1CCCCC21NC(=O)NC2=O	""	"ENAMINE library"	""	ENAMINE
Z55928909	SMILES	[Na+].CCN1C=CN=C1C(=O)[O-]	""	"ENAMINE library"	""	ENAMINE
Z27804731	SMILES	OC1(CC2CC3C1)CC(C2)(C3)C(=O)NC=4C=CC(F)=CC4	""	"ENAMINE library"	""	ENAMINE
Z235462046	SMILES	CCC(C)N1N=CC=2C(C)=CC(=O)NC12	""	"ENAMINE library"	""	ENAMINE
Z235474512	SMILES	O=C(C1CC=2C=CC=CC2CN1)N3CCCC3	""	"ENAMINE library"	""	ENAMINE
Z237523138	SMILES	CC=1C=CC2=C(C1)C(O)CCCS2(=O)=O	""	"ENAMINE library"	""	ENAMINE
Z57204768	SMILES	CN1C=CN=C1C(O)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z237527948	SMILES	CS(=O)(=O)N1C=NC=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z234896507	SMILES	Cl.Cl.NCC1=NC=2CCCCC2S1	""	"ENAMINE library"	""	ENAMINE
Z56974889	SMILES	O=C1NC(=O)C2(CCCC=3SC=CC32)N1	""	"ENAMINE library"	""	ENAMINE
Z234896993	SMILES	CC(C)C=1N=C(C)C=C(N)N1	""	"ENAMINE library"	""	ENAMINE
Z234897531	SMILES	CC1=NN=C(C(N)C=2C=CC=CC2)N1C	""	"ENAMINE library"	""	ENAMINE
